location,date,vaccine,total_vaccinations
Italy,2021-10-31,Moderna,11359641
Italy,2021-10-31,Oxford/AstraZeneca,12154724
Italy,2021-10-31,Pfizer/BioNTech,64851747
Italy,2021-11-01,Johnson&Johnson,1492003
Italy,2021-11-01,Moderna,11364041
Italy,2021-11-01,Pfizer/BioNTech,64899128
Italy,2021-11-02,Johnson&Johnson,1492082
Italy,2021-11-02,Moderna,11379573
Italy,2021-11-02,Pfizer/BioNTech,65048549
Italy,2021-11-03,Johnson&Johnson,1492184
Italy,2021-11-03,Moderna,11395109
Italy,2021-11-03,Pfizer/BioNTech,65224350
Italy,2021-11-04,Johnson&Johnson,1492261
Italy,2021-11-04,Moderna,11414698
Italy,2021-11-04,Pfizer/BioNTech,65403258
Italy,2021-11-05,Johnson&Johnson,1492458
Italy,2021-11-05,Moderna,11436892
Italy,2021-11-05,Pfizer/BioNTech,65591178
Italy,2021-11-06,Johnson&Johnson,1492542
Italy,2021-11-06,Moderna,11457439
Italy,2021-11-06,Pfizer/BioNTech,65719502
Italy,2021-11-07,Johnson&Johnson,1492555
Italy,2021-11-07,Moderna,11467331
Italy,2021-11-07,Pfizer/BioNTech,65775120
Italy,2021-11-08,Johnson&Johnson,1492621
Italy,2021-11-08,Moderna,11492106
Italy,2021-11-08,Oxford/AstraZeneca,12154726
Italy,2021-11-08,Pfizer/BioNTech,65945369
Italy,2021-11-09,Johnson&Johnson,1492674
Italy,2021-11-09,Moderna,11519112
Italy,2021-11-09,Oxford/AstraZeneca,12154736
Italy,2021-11-09,Pfizer/BioNTech,66117435
Italy,2021-11-10,Johnson&Johnson,1492711
Italy,2021-11-10,Moderna,11547465
Italy,2021-11-10,Oxford/AstraZeneca,12154740
Italy,2021-11-10,Pfizer/BioNTech,66295997
Italy,2021-11-11,Johnson&Johnson,1492761
Italy,2021-11-11,Moderna,11579752
Italy,2021-11-11,Oxford/AstraZeneca,12154747
Italy,2021-11-11,Pfizer/BioNTech,66470042
Italy,2021-11-12,Johnson&Johnson,1492842
Italy,2021-11-12,Moderna,11611697
Italy,2021-11-12,Oxford/AstraZeneca,12154762
Italy,2021-11-12,Pfizer/BioNTech,66642696
Japan,2021-02-17,Pfizer/BioNTech,125
Japan,2021-02-18,Pfizer/BioNTech,611
Japan,2021-02-19,Pfizer/BioNTech,5039
Japan,2021-02-22,Pfizer/BioNTech,11934
Japan,2021-02-24,Pfizer/BioNTech,17888
Japan,2021-02-25,Pfizer/BioNTech,21896
Japan,2021-02-26,Pfizer/BioNTech,28530
Japan,2021-03-01,Pfizer/BioNTech,31785
Japan,2021-03-02,Pfizer/BioNTech,34772
Japan,2021-03-03,Pfizer/BioNTech,37303
Japan,2021-03-04,Pfizer/BioNTech,39174
Japan,2021-03-05,Pfizer/BioNTech,46469
Japan,2021-03-08,Pfizer/BioNTech,70796
Japan,2021-03-09,Pfizer/BioNTech,107558
Japan,2021-03-10,Pfizer/BioNTech,148950
Japan,2021-03-11,Pfizer/BioNTech,181184
Japan,2021-03-12,Pfizer/BioNTech,230542
Japan,2021-03-15,Pfizer/BioNTech,290275
Japan,2021-03-16,Pfizer/BioNTech,359191
Japan,2021-03-17,Pfizer/BioNTech,437485
Japan,2021-03-18,Pfizer/BioNTech,508702
Japan,2021-03-19,Pfizer/BioNTech,578835
Japan,2021-03-22,Pfizer/BioNTech,652698
Japan,2021-03-23,Pfizer/BioNTech,699126
Japan,2021-03-24,Pfizer/BioNTech,741180
Japan,2021-03-25,Pfizer/BioNTech,775122
Japan,2021-03-26,Pfizer/BioNTech,822869
Japan,2021-03-29,Pfizer/BioNTech,890662
Japan,2021-03-30,Pfizer/BioNTech,949731
Japan,2021-03-31,Pfizer/BioNTech,1002739
Japan,2021-04-01,Pfizer/BioNTech,1050112
Japan,2021-04-02,Pfizer/BioNTech,1096698
Japan,2021-04-05,Pfizer/BioNTech,1196884
Japan,2021-04-06,Pfizer/BioNTech,1288566
Japan,2021-04-07,Pfizer/BioNTech,1393108
Japan,2021-04-08,Pfizer/BioNTech,1487606
Japan,2021-04-09,Pfizer/BioNTech,1592517
Japan,2021-04-12,Pfizer/BioNTech,1694191
Japan,2021-04-13,Pfizer/BioNTech,1752419
Japan,2021-04-14,Pfizer/BioNTech,1808495
Japan,2021-04-15,Pfizer/BioNTech,1870352
Japan,2021-04-16,Pfizer/BioNTech,1951691
Japan,2021-04-17,Pfizer/BioNTech,1960253
Japan,2021-04-18,Pfizer/BioNTech,1968952
Japan,2021-04-19,Pfizer/BioNTech,2124028
Japan,2021-04-20,Pfizer/BioNTech,2305110
Japan,2021-04-21,Pfizer/BioNTech,2523714
Japan,2021-04-22,Pfizer/BioNTech,2738010
Japan,2021-04-23,Pfizer/BioNTech,2977156
Japan,2021-04-24,Pfizer/BioNTech,3017983
Japan,2021-04-25,Pfizer/BioNTech,3043542
Japan,2021-04-26,Pfizer/BioNTech,3372956
Japan,2021-04-27,Pfizer/BioNTech,3662687
Japan,2021-04-28,Pfizer/BioNTech,3995987
Japan,2021-04-29,Pfizer/BioNTech,4017511
Japan,2021-04-30,Pfizer/BioNTech,4365615
Japan,2021-05-01,Pfizer/BioNTech,4409136
Japan,2021-05-02,Pfizer/BioNTech,4434292
Japan,2021-05-03,Pfizer/BioNTech,4442528
Japan,2021-05-04,Pfizer/BioNTech,4451668
Japan,2021-05-05,Pfizer/BioNTech,4462316
Japan,2021-05-06,Pfizer/BioNTech,4848177
Japan,2021-05-07,Pfizer/BioNTech,5044329
Japan,2021-05-08,Pfizer/BioNTech,5112955
Japan,2021-05-09,Pfizer/BioNTech,5194727
Japan,2021-05-10,Pfizer/BioNTech,5548009
Japan,2021-05-11,Pfizer/BioNTech,5885055
Japan,2021-05-12,Pfizer/BioNTech,6273284
Japan,2021-05-13,Pfizer/BioNTech,6695597
Japan,2021-05-14,Pfizer/BioNTech,7116487
Japan,2021-05-15,Pfizer/BioNTech,7287316
Japan,2021-05-16,Pfizer/BioNTech,7495054
Japan,2021-05-17,Pfizer/BioNTech,8102078
Japan,2021-05-18,Pfizer/BioNTech,8664931
Japan,2021-05-19,Pfizer/BioNTech,9303184
Japan,2021-05-20,Pfizer/BioNTech,9835661
Japan,2021-05-21,Pfizer/BioNTech,10415253
Japan,2021-05-22,Pfizer/BioNTech,10741001
Japan,2021-05-23,Pfizer/BioNTech,11089889
Japan,2021-05-24,Moderna,10089
Japan,2021-05-24,Pfizer/BioNTech,11861361
Japan,2021-05-25,Moderna,20345
Japan,2021-05-25,Pfizer/BioNTech,12510784
Japan,2021-05-26,Moderna,31984
Japan,2021-05-26,Pfizer/BioNTech,13219289
Japan,2021-05-27,Moderna,44416
Japan,2021-05-27,Pfizer/BioNTech,13940866
Japan,2021-05-28,Moderna,58817
Japan,2021-05-28,Pfizer/BioNTech,14655525
Japan,2021-05-29,Moderna,74332
Japan,2021-05-29,Pfizer/BioNTech,15167876
Japan,2021-05-30,Moderna,90220
Japan,2021-05-30,Pfizer/BioNTech,15676616
Japan,2021-05-31,Moderna,109124
Japan,2021-05-31,Pfizer/BioNTech,16550669
Japan,2021-06-01,Moderna,128420
Japan,2021-06-01,Pfizer/BioNTech,17433942
Japan,2021-06-02,Moderna,148354
Japan,2021-06-02,Pfizer/BioNTech,18363721
Japan,2021-06-03,Moderna,168443
Japan,2021-06-03,Pfizer/BioNTech,19279287
Japan,2021-06-04,Moderna,189589
Japan,2021-06-04,Pfizer/BioNTech,20173122
Japan,2021-06-05,Moderna,209958
Japan,2021-06-05,Pfizer/BioNTech,20886905
Japan,2021-06-06,Moderna,232750
Japan,2021-06-06,Pfizer/BioNTech,21599885
Japan,2021-06-07,Moderna,263871
Japan,2021-06-07,Pfizer/BioNTech,22643952
Japan,2021-06-08,Moderna,294027
Japan,2021-06-08,Pfizer/BioNTech,23705620
Japan,2021-06-09,Moderna,322408
Japan,2021-06-09,Pfizer/BioNTech,24810223
Japan,2021-06-10,Moderna,353184
Japan,2021-06-10,Pfizer/BioNTech,25882286
Japan,2021-06-11,Moderna,383991
Japan,2021-06-11,Pfizer/BioNTech,26937150
Japan,2021-06-12,Moderna,416796
Japan,2021-06-12,Pfizer/BioNTech,27820931
Japan,2021-06-13,Moderna,450330
Japan,2021-06-13,Pfizer/BioNTech,28691501
Japan,2021-06-14,Moderna,485436
Japan,2021-06-14,Pfizer/BioNTech,29863084
Japan,2021-06-15,Moderna,517629
Japan,2021-06-15,Pfizer/BioNTech,31046524
Japan,2021-06-16,Moderna,550581
Japan,2021-06-16,Pfizer/BioNTech,32267486
Japan,2021-06-17,Moderna,586873
Japan,2021-06-17,Pfizer/BioNTech,33493077
Japan,2021-06-18,Moderna,618288
Japan,2021-06-18,Pfizer/BioNTech,34672198
Japan,2021-06-19,Moderna,655187
Japan,2021-06-19,Pfizer/BioNTech,35711963
Japan,2021-06-20,Moderna,694623
Japan,2021-06-20,Pfizer/BioNTech,36748404
Japan,2021-06-21,Moderna,757247
Japan,2021-06-21,Pfizer/BioNTech,38013585
Japan,2021-06-22,Moderna,815512
Japan,2021-06-22,Pfizer/BioNTech,39301052
Japan,2021-06-23,Moderna,876887
Japan,2021-06-23,Pfizer/BioNTech,40622902
Japan,2021-06-24,Moderna,931418
Japan,2021-06-24,Pfizer/BioNTech,41935996
Japan,2021-06-25,Moderna,995866
Japan,2021-06-25,Pfizer/BioNTech,43232664
Japan,2021-06-26,Moderna,1057990
Japan,2021-06-26,Pfizer/BioNTech,44428400
Japan,2021-06-27,Moderna,1120331
Japan,2021-06-27,Pfizer/BioNTech,45612807
Japan,2021-06-28,Moderna,1202251
Japan,2021-06-28,Pfizer/BioNTech,46917782
Japan,2021-06-29,Moderna,1285594
Japan,2021-06-29,Pfizer/BioNTech,48255821
Japan,2021-06-30,Moderna,1374054
Japan,2021-06-30,Pfizer/BioNTech,49592814
Japan,2021-07-01,Moderna,1461590
Japan,2021-07-01,Pfizer/BioNTech,50701677
Japan,2021-07-02,Moderna,1551670
Japan,2021-07-02,Pfizer/BioNTech,51747435
Japan,2021-07-03,Moderna,1652274
Japan,2021-07-03,Pfizer/BioNTech,52983088
Japan,2021-07-04,Moderna,1738278
Japan,2021-07-04,Pfizer/BioNTech,54165967
Japan,2021-07-05,Moderna,1852346
Japan,2021-07-05,Pfizer/BioNTech,55494393
Japan,2021-07-06,Moderna,1961607
Japan,2021-07-06,Pfizer/BioNTech,56857150
Japan,2021-07-07,Moderna,2071567
Japan,2021-07-07,Pfizer/BioNTech,58210908
Japan,2021-07-08,Moderna,2189462
Japan,2021-07-08,Pfizer/BioNTech,59542374
Japan,2021-07-09,Moderna,2311522
Japan,2021-07-09,Pfizer/BioNTech,60858993
Japan,2021-07-10,Moderna,2444569
Japan,2021-07-10,Pfizer/BioNTech,62180920
Japan,2021-07-11,Moderna,2562935
Japan,2021-07-11,Pfizer/BioNTech,63327983
Japan,2021-07-12,Moderna,2694487
Japan,2021-07-12,Pfizer/BioNTech,64563060
Japan,2021-07-13,Moderna,2825239
Japan,2021-07-13,Pfizer/BioNTech,65794922
Japan,2021-07-14,Moderna,2949342
Japan,2021-07-14,Pfizer/BioNTech,67026586
Japan,2021-07-15,Moderna,3071646
Japan,2021-07-15,Pfizer/BioNTech,68220083
Japan,2021-07-16,Moderna,3197502
Japan,2021-07-16,Pfizer/BioNTech,69415761
Japan,2021-07-17,Moderna,3323965
Japan,2021-07-17,Pfizer/BioNTech,70617414
Japan,2021-07-18,Moderna,3442470
Japan,2021-07-18,Pfizer/BioNTech,71691340
Japan,2021-07-19,Moderna,3594456
Japan,2021-07-19,Pfizer/BioNTech,72565446
Japan,2021-07-20,Moderna,3742299
Japan,2021-07-20,Pfizer/BioNTech,73694601
Japan,2021-07-21,Moderna,3898766
Japan,2021-07-21,Pfizer/BioNTech,74787316
Japan,2021-07-22,Moderna,4006790
Japan,2021-07-22,Pfizer/BioNTech,75223041
Japan,2021-07-23,Moderna,4112667
Japan,2021-07-23,Pfizer/BioNTech,75524890
Japan,2021-07-24,Moderna,4257016
Japan,2021-07-24,Pfizer/BioNTech,76492896
Japan,2021-07-25,Moderna,4395332
Japan,2021-07-25,Pfizer/BioNTech,77390382
Japan,2021-07-26,Moderna,4549315
Japan,2021-07-26,Pfizer/BioNTech,78438509
Japan,2021-07-27,Moderna,4702489
Japan,2021-07-27,Pfizer/BioNTech,79516259
Japan,2021-07-28,Moderna,4844563
Japan,2021-07-28,Pfizer/BioNTech,80604819
Japan,2021-07-29,Moderna,4984585
Japan,2021-07-29,Pfizer/BioNTech,81656734
Japan,2021-07-30,Moderna,5130661
Japan,2021-07-30,Pfizer/BioNTech,82700623
Japan,2021-07-31,Moderna,5276633
Japan,2021-07-31,Pfizer/BioNTech,83804919
Japan,2021-08-01,Moderna,5396425
Japan,2021-08-01,Pfizer/BioNTech,84627215
Japan,2021-08-02,Moderna,5506545
Japan,2021-08-02,Pfizer/BioNTech,85373829
Japan,2021-08-03,Moderna,5605114
Japan,2021-08-03,Pfizer/BioNTech,86092639
Japan,2021-08-04,Moderna,5687427
Japan,2021-08-04,Pfizer/BioNTech,86647668
Latvia,2020-12-04,Moderna,1
Latvia,2020-12-07,Pfizer/BioNTech,1
Latvia,2020-12-09,Pfizer/BioNTech,2
Latvia,2020-12-15,Pfizer/BioNTech,3
Latvia,2020-12-16,Pfizer/BioNTech,4
Latvia,2020-12-17,Pfizer/BioNTech,5
Latvia,2020-12-18,Pfizer/BioNTech,9
Latvia,2020-12-20,Moderna,4
Latvia,2020-12-20,Pfizer/BioNTech,10
Latvia,2020-12-21,Pfizer/BioNTech,14
Latvia,2020-12-22,Pfizer/BioNTech,19
Latvia,2020-12-23,Pfizer/BioNTech,23
Latvia,2020-12-24,Pfizer/BioNTech,26
Latvia,2020-12-26,Pfizer/BioNTech,29
Latvia,2020-12-27,Pfizer/BioNTech,34
Latvia,2020-12-28,Pfizer/BioNTech,640
Latvia,2020-12-29,Moderna,5
Latvia,2020-12-29,Pfizer/BioNTech,1518
Latvia,2020-12-30,Pfizer/BioNTech,2319
Latvia,2020-12-31,Moderna,6
Latvia,2020-12-31,Pfizer/BioNTech,2325
Latvia,2021-01-01,Johnson&Johnson,1
Latvia,2021-01-01,Pfizer/BioNTech,2333
Latvia,2021-01-02,Pfizer/BioNTech,2335
Latvia,2021-01-03,Pfizer/BioNTech,2339
Latvia,2021-01-04,Johnson&Johnson,2
Latvia,2021-01-04,Moderna,8
Latvia,2021-01-04,Pfizer/BioNTech,3044
Latvia,2021-01-05,Pfizer/BioNTech,3941
Latvia,2021-01-06,Moderna,9
Latvia,2021-01-06,Pfizer/BioNTech,4724
Latvia,2021-01-07,Pfizer/BioNTech,5537
Latvia,2021-01-08,Pfizer/BioNTech,6457
Latvia,2021-01-09,Moderna,10
Latvia,2021-01-09,Oxford/AstraZeneca,3
Latvia,2021-01-09,Pfizer/BioNTech,6765
Latvia,2021-01-10,Pfizer/BioNTech,7102
Latvia,2021-01-11,Moderna,16
Latvia,2021-01-11,Pfizer/BioNTech,8473
Latvia,2021-01-12,Moderna,19
Latvia,2021-01-12,Oxford/AstraZeneca,5
Latvia,2021-01-12,Pfizer/BioNTech,10108
Latvia,2021-01-13,Moderna,152
Latvia,2021-01-13,Pfizer/BioNTech,11499
Latvia,2021-01-14,Moderna,582
Latvia,2021-01-14,Oxford/AstraZeneca,7
Latvia,2021-01-14,Pfizer/BioNTech,12912
Latvia,2021-01-15,Moderna,946
Latvia,2021-01-15,Pfizer/BioNTech,14428
Latvia,2021-01-15,Sinopharm/Beijing,1
Latvia,2021-01-16,Moderna,977
Latvia,2021-01-16,Oxford/AstraZeneca,10
Latvia,2021-01-16,Pfizer/BioNTech,15070
Latvia,2021-01-17,Oxford/AstraZeneca,13
Latvia,2021-01-17,Pfizer/BioNTech,15194
Latvia,2021-01-18,Moderna,1121
Latvia,2021-01-18,Oxford/AstraZeneca,15
Latvia,2021-01-18,Pfizer/BioNTech,15908
Latvia,2021-01-19,Moderna,1183
Latvia,2021-01-19,Oxford/AstraZeneca,17
Latvia,2021-01-19,Pfizer/BioNTech,16733
Latvia,2021-01-20,Moderna,1195
Latvia,2021-01-20,Oxford/AstraZeneca,18
Latvia,2021-01-20,Pfizer/BioNTech,17511
Latvia,2021-01-21,Moderna,1199
Latvia,2021-01-21,Pfizer/BioNTech,17802
Latvia,2021-01-22,Moderna,1220
Latvia,2021-01-22,Pfizer/BioNTech,18012
Latvia,2021-01-22,Sinopharm/Beijing,2
Latvia,2021-01-23,Moderna,1221
Latvia,2021-01-23,Oxford/AstraZeneca,22
Latvia,2021-01-23,Pfizer/BioNTech,18143
Latvia,2021-01-24,Pfizer/BioNTech,18148
Latvia,2021-01-25,Moderna,1223
Latvia,2021-01-25,Oxford/AstraZeneca,24
Latvia,2021-01-25,Pfizer/BioNTech,18825
Latvia,2021-01-25,Sinopharm/Beijing,3
Latvia,2021-01-26,Moderna,1238
Latvia,2021-01-26,Oxford/AstraZeneca,25
Latvia,2021-01-26,Pfizer/BioNTech,19681
Latvia,2021-01-27,Moderna,1242
Latvia,2021-01-27,Oxford/AstraZeneca,26
Latvia,2021-01-27,Pfizer/BioNTech,20512
Latvia,2021-01-28,Johnson&Johnson,3
Latvia,2021-01-28,Moderna,1244
Latvia,2021-01-28,Oxford/AstraZeneca,28
Latvia,2021-01-28,Pfizer/BioNTech,21303
Latvia,2021-01-29,Moderna,1256
Latvia,2021-01-29,Oxford/AstraZeneca,29
Latvia,2021-01-29,Pfizer/BioNTech,22259
Latvia,2021-01-30,Moderna,1257
Latvia,2021-01-30,Oxford/AstraZeneca,34
Latvia,2021-01-30,Pfizer/BioNTech,22574
Latvia,2021-01-31,Moderna,1258
Latvia,2021-01-31,Oxford/AstraZeneca,37
Latvia,2021-01-31,Pfizer/BioNTech,22920
Latvia,2021-02-01,Moderna,1260
Latvia,2021-02-01,Oxford/AstraZeneca,39
Latvia,2021-02-01,Pfizer/BioNTech,24114
Latvia,2021-02-02,Moderna,1383
Latvia,2021-02-02,Oxford/AstraZeneca,41
Latvia,2021-02-02,Pfizer/BioNTech,25819
Latvia,2021-02-03,Moderna,1606
Latvia,2021-02-03,Pfizer/BioNTech,27233
Latvia,2021-02-04,Moderna,1718
Latvia,2021-02-04,Pfizer/BioNTech,28638
Latvia,2021-02-05,Moderna,1808
Latvia,2021-02-05,Oxford/AstraZeneca,45
Latvia,2021-02-05,Pfizer/BioNTech,30220
Latvia,2021-02-05,Sinopharm/Beijing,4
Latvia,2021-02-06,Moderna,1810
Latvia,2021-02-06,Oxford/AstraZeneca,50
Latvia,2021-02-06,Pfizer/BioNTech,30792
Latvia,2021-02-07,Johnson&Johnson,4
Latvia,2021-02-07,Oxford/AstraZeneca,53
Latvia,2021-02-07,Pfizer/BioNTech,30921
Latvia,2021-02-08,Moderna,1855
Latvia,2021-02-08,Oxford/AstraZeneca,57
Latvia,2021-02-08,Pfizer/BioNTech,31294
Latvia,2021-02-09,Moderna,1880
Latvia,2021-02-09,Oxford/AstraZeneca,79
Latvia,2021-02-09,Pfizer/BioNTech,31441
Latvia,2021-02-10,Moderna,2013
Latvia,2021-02-10,Oxford/AstraZeneca,498
Latvia,2021-02-10,Pfizer/BioNTech,31543
Latvia,2021-02-11,Moderna,2406
Latvia,2021-02-11,Oxford/AstraZeneca,1597
Latvia,2021-02-11,Pfizer/BioNTech,31859
Latvia,2021-02-12,Moderna,2755
Latvia,2021-02-12,Oxford/AstraZeneca,2770
Latvia,2021-02-12,Pfizer/BioNTech,32092
Latvia,2021-02-13,Moderna,2805
Latvia,2021-02-13,Oxford/AstraZeneca,3000
Latvia,2021-02-13,Pfizer/BioNTech,32221
Latvia,2021-02-14,Johnson&Johnson,5
Latvia,2021-02-14,Moderna,2825
Latvia,2021-02-14,Oxford/AstraZeneca,3003
Latvia,2021-02-14,Pfizer/BioNTech,32227
Latvia,2021-02-14,Sinopharm/Beijing,5
Latvia,2021-02-15,Moderna,2980
Latvia,2021-02-15,Oxford/AstraZeneca,3703
Latvia,2021-02-15,Pfizer/BioNTech,32259
Latvia,2021-02-15,Sinopharm/Beijing,6
Latvia,2021-02-16,Moderna,3201
Latvia,2021-02-16,Oxford/AstraZeneca,4861
Latvia,2021-02-16,Pfizer/BioNTech,32287
Latvia,2021-02-17,Moderna,3332
Latvia,2021-02-17,Oxford/AstraZeneca,6586
Latvia,2021-02-17,Pfizer/BioNTech,32456
Latvia,2021-02-18,Moderna,3572
Latvia,2021-02-18,Oxford/AstraZeneca,7845
Latvia,2021-02-18,Pfizer/BioNTech,32524
Latvia,2021-02-19,Moderna,3782
Latvia,2021-02-19,Oxford/AstraZeneca,8961
Latvia,2021-02-19,Pfizer/BioNTech,32587
Latvia,2021-02-20,Moderna,3803
Latvia,2021-02-20,Oxford/AstraZeneca,9693
Latvia,2021-02-20,Pfizer/BioNTech,32594
Latvia,2021-02-21,Moderna,3805
Latvia,2021-02-21,Oxford/AstraZeneca,10503
Latvia,2021-02-21,Pfizer/BioNTech,32600
Latvia,2021-02-21,Sinovac,1
Latvia,2021-02-22,Moderna,4050
Latvia,2021-02-22,Oxford/AstraZeneca,12017
Latvia,2021-02-22,Pfizer/BioNTech,32640
Latvia,2021-02-22,Sinopharm/Beijing,7
Latvia,2021-02-23,Moderna,4278
Latvia,2021-02-23,Oxford/AstraZeneca,14170
Latvia,2021-02-23,Pfizer/BioNTech,32681
Latvia,2021-02-24,Moderna,4429
Latvia,2021-02-24,Oxford/AstraZeneca,18313
Latvia,2021-02-24,Pfizer/BioNTech,32728
Latvia,2021-02-25,Moderna,4692
Latvia,2021-02-25,Oxford/AstraZeneca,22161
Latvia,2021-02-25,Pfizer/BioNTech,32832
Latvia,2021-02-26,Moderna,4905
Latvia,2021-02-26,Oxford/AstraZeneca,25215
Latvia,2021-02-26,Pfizer/BioNTech,32975
Latvia,2021-02-27,Moderna,5227
Latvia,2021-02-27,Oxford/AstraZeneca,25482
Latvia,2021-02-27,Pfizer/BioNTech,32991
Latvia,2021-02-28,Moderna,5229
Latvia,2021-02-28,Oxford/AstraZeneca,25616
Latvia,2021-02-28,Pfizer/BioNTech,32996
Latvia,2021-03-01,Moderna,5613
Latvia,2021-03-01,Oxford/AstraZeneca,26780
Latvia,2021-03-01,Pfizer/BioNTech,33244
Latvia,2021-03-02,Moderna,6342
Latvia,2021-03-02,Oxford/AstraZeneca,27933
Latvia,2021-03-02,Pfizer/BioNTech,33575
Latvia,2021-03-03,Moderna,7097
Latvia,2021-03-03,Oxford/AstraZeneca,30707
Latvia,2021-03-03,Pfizer/BioNTech,34239
Latvia,2021-03-04,Moderna,7626
Latvia,2021-03-04,Oxford/AstraZeneca,35740
Latvia,2021-03-04,Pfizer/BioNTech,34775
Latvia,2021-03-05,Johnson&Johnson,6
Latvia,2021-03-05,Moderna,8104
Latvia,2021-03-05,Oxford/AstraZeneca,39814
Latvia,2021-03-05,Pfizer/BioNTech,35129
Latvia,2021-03-06,Moderna,8190
Latvia,2021-03-06,Oxford/AstraZeneca,40526
Latvia,2021-03-06,Pfizer/BioNTech,35135
Latvia,2021-03-07,Johnson&Johnson,7
Latvia,2021-03-07,Oxford/AstraZeneca,40609
Latvia,2021-03-07,Pfizer/BioNTech,35147
Latvia,2021-03-08,Johnson&Johnson,8
Latvia,2021-03-08,Moderna,8456
Latvia,2021-03-08,Oxford/AstraZeneca,42070
Latvia,2021-03-08,Pfizer/BioNTech,35158
Latvia,2021-03-09,Moderna,8815
Latvia,2021-03-09,Oxford/AstraZeneca,43860
Latvia,2021-03-09,Pfizer/BioNTech,35406
Latvia,2021-03-10,Moderna,9099
Latvia,2021-03-10,Oxford/AstraZeneca,45542
Latvia,2021-03-10,Pfizer/BioNTech,35980
Latvia,2021-03-11,Moderna,9266
Latvia,2021-03-11,Oxford/AstraZeneca,47947
Latvia,2021-03-11,Pfizer/BioNTech,36131
Latvia,2021-03-12,Moderna,9399
Latvia,2021-03-12,Oxford/AstraZeneca,52834
Latvia,2021-03-12,Pfizer/BioNTech,36182
Latvia,2021-03-13,Moderna,9471
Latvia,2021-03-13,Oxford/AstraZeneca,53704
Latvia,2021-03-13,Pfizer/BioNTech,36187
Latvia,2021-03-14,Johnson&Johnson,9
Latvia,2021-03-14,Moderna,9472
Latvia,2021-03-14,Oxford/AstraZeneca,53779
Latvia,2021-03-14,Pfizer/BioNTech,36190
Latvia,2021-03-14,Sinovac,2
Latvia,2021-03-15,Moderna,9577
Latvia,2021-03-15,Oxford/AstraZeneca,57486
Latvia,2021-03-15,Pfizer/BioNTech,36199
Latvia,2021-03-15,Sinopharm/Beijing,8
Latvia,2021-03-16,Johnson&Johnson,11
Latvia,2021-03-16,Moderna,9743
Latvia,2021-03-16,Oxford/AstraZeneca,57516
Latvia,2021-03-16,Pfizer/BioNTech,36224
Latvia,2021-03-17,Moderna,9908
Latvia,2021-03-17,Oxford/AstraZeneca,57534
Latvia,2021-03-17,Pfizer/BioNTech,36240
Latvia,2021-03-18,Johnson&Johnson,12
Latvia,2021-03-18,Moderna,10133
Latvia,2021-03-18,Oxford/AstraZeneca,57548
Latvia,2021-03-18,Pfizer/BioNTech,36305
Latvia,2021-03-18,Sinopharm/Beijing,9
Latvia,2021-03-19,Moderna,10475
Latvia,2021-03-19,Oxford/AstraZeneca,57883
Latvia,2021-03-19,Pfizer/BioNTech,36411
Latvia,2021-03-20,Moderna,10526
Latvia,2021-03-20,Oxford/AstraZeneca,58259
Latvia,2021-03-20,Pfizer/BioNTech,36416
Latvia,2021-03-21,Moderna,10530
Latvia,2021-03-21,Oxford/AstraZeneca,58291
Latvia,2021-03-21,Pfizer/BioNTech,36424
Latvia,2021-03-21,Sinopharm/Beijing,10
Latvia,2021-03-22,Johnson&Johnson,14
Latvia,2021-03-22,Moderna,11192
Latvia,2021-03-22,Oxford/AstraZeneca,60361
Latvia,2021-03-22,Pfizer/BioNTech,36437
Latvia,2021-03-23,Johnson&Johnson,15
Latvia,2021-03-23,Moderna,12446
Latvia,2021-03-23,Oxford/AstraZeneca,64552
Latvia,2021-03-23,Pfizer/BioNTech,36642
Latvia,2021-03-24,Moderna,13943
Latvia,2021-03-24,Oxford/AstraZeneca,68781
Latvia,2021-03-24,Pfizer/BioNTech,37191
Latvia,2021-03-25,Moderna,15548
Latvia,2021-03-25,Oxford/AstraZeneca,72159
Latvia,2021-03-25,Pfizer/BioNTech,37683
Latvia,2021-03-26,Moderna,17211
Latvia,2021-03-26,Oxford/AstraZeneca,74104
Latvia,2021-03-26,Pfizer/BioNTech,38141
Latvia,2021-03-27,Moderna,17619
Latvia,2021-03-27,Oxford/AstraZeneca,74292
Latvia,2021-03-27,Pfizer/BioNTech,38152
Latvia,2021-03-28,Moderna,17620
Latvia,2021-03-28,Oxford/AstraZeneca,74327
Latvia,2021-03-28,Pfizer/BioNTech,38159
Latvia,2021-03-29,Moderna,18649
Latvia,2021-03-29,Oxford/AstraZeneca,75442
Latvia,2021-03-29,Pfizer/BioNTech,38174
Latvia,2021-03-29,Sinopharm/Beijing,11
Latvia,2021-03-30,Johnson&Johnson,17
Latvia,2021-03-30,Moderna,19960
Latvia,2021-03-30,Oxford/AstraZeneca,78238
Latvia,2021-03-30,Pfizer/BioNTech,39167
Latvia,2021-03-30,Sinopharm/Beijing,12
Latvia,2021-03-31,Moderna,21305
Latvia,2021-03-31,Oxford/AstraZeneca,81033
Latvia,2021-03-31,Pfizer/BioNTech,40887
Latvia,2021-04-01,Johnson&Johnson,20
Latvia,2021-04-01,Moderna,22814
Latvia,2021-04-01,Oxford/AstraZeneca,83104
Latvia,2021-04-01,Pfizer/BioNTech,41535
Latvia,2021-04-02,Johnson&Johnson,21
Latvia,2021-04-02,Moderna,23063
Latvia,2021-04-02,Oxford/AstraZeneca,83434
